# cluster_name	protein_number	swiss_prot_id	go_annotation	protein_list
cluster12212	3	O75934	GO:0000375; P:RNA splicing, via transesterification reactions; TAS:UniProtKB	bGalGal|ENSGALP00010038408.1;bGypHim|ENSGALT00010062144.134;bVulGry|ENSGALT00010062144.37
cluster12213	3	Q5M7W7	GO:0006433; P:prolyl-tRNA aminoacylation; IBA:GO_Central	bGalGal|ENSGALP00010038416.1;bGypBar|ENSGALT00010062163.11;bVulGry|ENSGALT00010062163.10
cluster12218	3	Q5PPS7	GO:0016021; C:integral component of membrane; IEA:UniProtKB-KW	bGalGal|ENSGALP00010038645.1;bGypBar|ENSGALT00010062496.11;bVulGry|ENSGALT00010062496.10
cluster12221	3	Q01065	GO:0008542; P:visual learning; IMP:MGI	bGalGal|ENSGALP00010038728.1;bGypBar|ENSGALT00010062637.81;bVulGry|ENSGALT00010062637.75
cluster12231	3	Q5ZJL4	GO:0006388; P:tRNA splicing, via endonucleolytic cleavage and ligation; ISS:UniProtKB	bGalGal|ENSGALP00010039366.1;bGypBar|ENSGALT00010063863.123;bVulGry|ENSGALT00010063863.104
cluster12232	3	P49654	GO:0014832; P:urinary bladder smooth muscle contraction; IEA:Ensembl	bGalGal|ENSGALP00010039485.1;bGypBar|ENSGALT00010064271.123;bVulGry|ENSGALT00010064271.104
cluster12233	3	Q04678	GO:0006260; P:DNA replication; IEA:UniProtKB-KW	bGalGal|ENSGALP00010039501.1;bGypBar|ENSGALT00010064341.123;bVulGry|ENSGALT00010064341.104
cluster12234	3	Q9C0C2	GO:0007004; P:telomere maintenance via telomerase; NAS:UniProtKB	bGalGal|ENSGALP00010039506.1;bGypBar|ENSGALT00010064369.123;bVulGry|ENSGALT00010064369.104
cluster12235	3	Q9WV08	GO:0001570; P:vasculogenesis; IMP:UniProtKB	bGalGal|ENSGALP00010039530.1;bGypBar|ENSGALT00010064428.123;bVulGry|ENSGALT00010064428.104
cluster12236	3	Q6ZSA7	GO:0071805; P:potassium ion transmembrane transport; IDA:UniProtKB	bGalGal|ENSGALP00010039538.1;bGypBar|ENSGALT00010064454.123;bVulGry|ENSGALT00010064454.104
cluster12240	3	Q9PTK2	GO:0006355; P:regulation of transcription, DNA-templated; NAS:UniProtKB	bGalGal|ENSGALP00010039765.1;bGypHim|ENSGALT00010065327.116;bVulGry|ENSGALT00010065327.10
cluster12243	3	A8WHR3	GO:0008380; P:RNA splicing; IEA:UniProtKB-KW	bGalGal|ENSGALP00010039994.1;bGypHim|ENSGALT00010065730.877;bVulGry|ENSGALT00010065730.76
cluster12246	3	Q1LUK1	GO:0042407; P:cristae formation; ISS:UniProtKB	bGalGal|ENSGALP00010040091.1;bGypBar|ENSGALT00010065825.100;bVulGry|ENSGALT00010065825.82
cluster12248	3	Q7T1N4	GO:0035725; P:sodium ion transmembrane transport; ISS:UniProtKB	bGalGal|ENSGALP00010040134.1;bGypBar|ENSGALT00010065868.3;bVulGry|ENSGALT00010065868.2
cluster12249	3	Q2KIJ6	GO:0016236; P:macroautophagy; ISS:UniProtKB	bGalGal|ENSGALP00010040225.1;bGypBar|ENSGALT00010065960.158;bVulGry|ENSGALT00010065959.124
cluster12251	3	Q6ZMS7	GO:0006355; P:regulation of transcription, DNA-templated; IEA:InterPro	bGalGal|ENSGALP00010040304.1;bGypHim|ENSGALT00010066038.675;bVulGry|ENSGALT00010066038.2
cluster12252	3	Q96NA8	GO:0006906; P:vesicle fusion; IBA:GO_Central	bGalGal|ENSGALP00010040337.1;bGypBar|ENSGALT00010066071.3;bVulGry|ENSGALT00010066071.2
cluster12253	3	Q6B0B8	GO:0003677; F:DNA binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010040346.1;bGypBar|ENSGALT00010066080.3;bVulGry|ENSGALT00010066080.2
cluster12255	3	Q9H3S7	GO:0043162; P:ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway; IMP:UniProtKB	bGalGal|ENSGALP00010040467.1;bGypBar|ENSGALT00010066201.3;bVulGry|ENSGALT00010066201.2
cluster12262	3	O00411	GO:0006391; P:transcription initiation from mitochondrial promoter; TAS:Reactome	bGalGal|ENSGALP00010040801.1;bGypBar|ENSGALT00010066640.61;bVulGry|ENSGALT00010066640.45
cluster12263	3	Q5JR12	GO:0004722; F:protein serine/threonine phosphatase activity; IEA:Ensembl	bGalGal|ENSGALP00010040809.1;bGypBar|ENSGALT00010066651.50;bVulGry|ENSGALT00010066651.37
cluster12267	3	P26151	GO:0009617; P:response to bacterium; IMP:MGI	bGalGal|ENSGALP00010040887.1;bGalGal|ENSGALP00010042761.1;bVulGry|ENSGALT00010066813.116
cluster12269	3	Q9Y2A9	GO:0006486; P:protein glycosylation; IBA:GO_Central	bGalGal|ENSGALP00010040923.1;bGypBar|ENSGALT00010066897.61;bVulGry|ENSGALT00010066897.45
cluster12278	3	Q98TF7	GO:0006412; P:translation; IEA:InterPro	bGalGal|ENSGALP00010041130.1;bGypHim|ENSGALT00010067226.129;bVulGry|ENSGALT00010067227.16
cluster12279	3	Q5VY43	GO:0043654; P:recognition of apoptotic cell; IEA:Ensembl	bGalGal|ENSGALP00010041193.1;bGypBar|ENSGALT00010067327.86;bVulGry|ENSGALT00010067329.72
cluster12280	3	Q96AQ6	GO:0045892; P:negative regulation of transcription, DNA-templated; NAS:UniProtKB	bGalGal|ENSGALP00010041394.1;bGypHim|ENSGALT00010067653.463;bVulGry|ENSGALT00010067655.87
cluster12281	3	Q9BRQ0	GO:0007289; P:spermatid nucleus differentiation; IBA:GO_Central	bGalGal|ENSGALP00010041404.1;bGypHim|ENSGALT00010067661.463;bVulGry|ENSGALT00010067661.87
cluster12282	3	Q5T186	GO:0016032; P:viral process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010041423.1;bGypBar|ENSGALT00010067680.107;bVulGry|ENSGALT00010067680.87
cluster12286	3	Q9BYD2	GO:0006412; P:translation; NAS:UniProtKB	bGalGal|ENSGALP00010041610.1;bGypBar|ENSGALT00010067867.86;bVulGry|ENSGALT00010067867.72
cluster12288	3	Q8IZC6	GO:0003431; P:growth plate cartilage chondrocyte development; IEA:Ensembl	bGalGal|ENSGALP00010041717.1;bGypBar|ENSGALT00010067974.27;bVulGry|ENSGALT00010067974.16
cluster12294	3	E9Q309	GO:0034453; P:microtubule anchoring; IEA:InterPro	bGalGal|ENSGALP00010042073.1;bGypBar|ENSGALT00010068330.27;bVulGry|ENSGALT00010068330.16
cluster12296	3	Q5IS41	GO:0007417; P:central nervous system development; IBA:GO_Central	bGalGal|ENSGALP00010042242.1;bGypBar|ENSGALT00010068777.61;bVulGry|ENSGALT00010068777.45
cluster12300	3	Q5ZMC0	GO:0043388; P:positive regulation of DNA binding; IEA:Ensembl	bGalGal|ENSGALP00010042367.1;bGypBar|ENSGALT00010068924.27;bVulGry|ENSGALT00010068925.16
cluster12303	3	P83468	GO:0035971; P:peptidyl-histidine dephosphorylation; IEA:InterPro	bGalGal|ENSGALP00010042379.1;bGypHim|ENSGALT00010068937.92;bVulGry|ENSGALT00010068937.16
cluster12304	3	Q8R007	GO:0046718; P:viral entry into host cell; IEA:InterPro	bGalGal|ENSGALP00010042427.1;bGypBar|ENSGALT00010068983.107;bVulGry|ENSGALT00010068985.87
cluster12308	3	Q91049	GO:0070830; P:bicellular tight junction assembly; IEA:InterPro	bGalGal|ENSGALP00010042656.1;bGypHim|ENSGALT00010069214.491;bVulGry|ENSGALT00010069214.45
cluster12312	3	Q9NPC1	GO:0007218; P:neuropeptide signaling pathway; IBA:GO_Central	bGalGal|ENSGALP00010042770.1;bGypBar|ENSGALT00010069421.144;bVulGry|ENSGALT00010069421.116
cluster12314	3	Q3V1L6	GO:0005737; C:cytoplasm; ISO:MGI	bGalGal|ENSGALP00010042834.1;bGypHim|ENSGALT00010069572.647;bVulGry|ENSGALT00010069573.127
cluster12321	3	Q96R06	GO:0007051; P:spindle organization; IMP:UniProtKB	bGalGal|ENSGALP00010043278.1;bGypBar|ENSGALT00010070587.28;bVulGry|ENSGALT00010070587.17
cluster12323	3	Q5ZMV8	GO:0051056; P:regulation of small GTPase mediated signal transduction; IEA:InterPro	bGalGal|ENSGALP00010043417.1;bGypHim|ENSGALT00010070724.64;bVulGry|ENSGALT00010070724.17
cluster12326	3	Q86UN2	GO:0010977; P:negative regulation of neuron projection development; ISS:UniProtKB	bGalGal|ENSGALP00010043782.1;bGypBar|ENSGALT00010071091.28;bVulGry|ENSGALT00010071092.17
cluster12327	3	O19177	GO:0007601; P:visual perception; IEA:UniProtKB-KW	bGalGal|ENSGALP00010043850.1;bGypHim|ENSGALT00010071159.157;bVulGry|ENSGALT00010071159.17
cluster12331	3	Q6GLJ1	GO:0005576; C:extracellular region; IEA:UniProtKB-SubCell	bGalGal|ENSGALP00010044009.1;bGypHim|ENSGALT00010071318.174;bVulGry|ENSGALT00010071318.18
cluster12332	3	A7YVI8	N/A	bGalGal|ENSGALP00010044016.1;bGypBar|ENSGALT00010071324.29;bVulGry|ENSGALT00010071324.18
cluster12333	3	Q17QR4	GO:0001650; C:fibrillar center; IEA:Ensembl	bGalGal|ENSGALP00010044022.1;bGypBar|ENSGALT00010071329.29;bVulGry|ENSGALT00010071329.18
cluster12334	3	Q8TAT6	GO:0006511; P:ubiquitin-dependent protein catabolic process; IMP:UniProtKB	bGalGal|ENSGALP00010044034.1;bGypHim|ENSGALT00010071343.174;bVulGry|ENSGALT00010071342.18
cluster12335	3	Q8CHE2	GO:0032482; P:Rab protein signal transduction; IGI:MGI	bGalGal|ENSGALP00010044102.1;bGypBar|ENSGALT00010071412.29;bVulGry|ENSGALT00010071412.18
cluster12348	3	Q6GPJ4	GO:0006364; P:rRNA processing; IEA:UniProtKB-KW	bGalGal|ENSGALP00010044701.1;bGypBar|ENSGALT00010072011.28;bVulGry|ENSGALT00010072011.17
cluster12351	3	P51570	GO:0061623; P:glycolytic process from galactose; IEA:Ensembl	bGalGal|ENSGALP00010044755.1;bGypBar|ENSGALT00010072066.29;bVulGry|ENSGALT00010072066.18
cluster12650	2	Q12888	GO:0051260; P:protein homooligomerization; IDA:UniProtKB	bGalGal|ENSGALP00010000035.1;bVulGry|ENSGALT00010000059.11
cluster12653	2	P05063	GO:0051289; P:protein homotetramerization; ISO:MGI	bGalGal|ENSGALP00010000089.1;bVulGry|ENSGALT00010000138.47540
cluster12657	2	P15285	GO:0007585; P:respiratory gaseous exchange; IEA:UniProtKB-KW	bGalGal|ENSGALP00010000129.1;bVulGry|ENSGALT00010000259.854
cluster12660	2	P56270	GO:0006367; P:transcription initiation from RNA polymerase II promoter; IDA:UniProtKB	bGalGal|ENSGALP00010000162.1;bVulGry|ENSGALT00010000294.5239
cluster12662	2	Q6ZTV1	GO:0019902; F:phosphatase binding; IEA:InterPro	bGalGal|ENSGALP00010000330.1;bVulGry|ENSGALT00010000571.6198
cluster12663	2	Q767K6	GO:0000398; P:mRNA splicing, via spliceosome; ISS:UniProtKB	bGalGal|ENSGALP00010000339.1;bVulGry|ENSGALT00010000581.4874
cluster12665	2	O09111	GO:0055114; P:oxidation-reduction process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010000381.1;bVulGry|ENSGALT00010000670.645
cluster12672	2	Q86UY6	GO:0061187; P:regulation of chromatin silencing at rDNA; IBA:GO_Central	bGalGal|ENSGALP00010000571.1;bVulGry|ENSGALT00010001177.3122
cluster12673	2	N/A	N/A	bGalGal|ENSGALP00010000581.1;bVulGry|ENSGALT00010001206.171
cluster12674	2	A6NNE9	GO:0016567; P:protein ubiquitination; IEA:UniProtKB-UniPathway	bGalGal|ENSGALP00010000656.1;bVulGry|ENSGALT00010001285.2
cluster12680	2	Q7YRK6	GO:0005739; C:mitochondrion; IEA:UniProtKB-SubCell	bGalGal|ENSGALP00010001009.1;bVulGry|ENSGALT00010001807.141
cluster12686	2	Q5ZMD4	GO:0008270; F:zinc ion binding; IEA:InterPro	bGalGal|ENSGALP00010001213.1;bVulGry|ENSGALT00010002662.9
cluster12688	2	Q9YH95	GO:0006355; P:regulation of transcription, DNA-templated; ISS:UniProtKB	bGalGal|ENSGALP00010001350.1;bVulGry|ENSGALT00010002800.94
cluster12689	2	Q5ZHN5	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010001394.1;bVulGry|ENSGALT00010002844.1
cluster12692	2	Q5RBG4	GO:0040008; P:regulation of growth; IEA:UniProtKB-KW	bGalGal|ENSGALP00010001515.1;bVulGry|ENSGALT00010002971.502
cluster12693	2	Q90655	GO:0045892; P:negative regulation of transcription, DNA-templated; IDA:Roslin	bGalGal|ENSGALP00010001526.1;bVulGry|ENSGALT00010002986.2
cluster12695	2	N/A	N/A	bGalGal|ENSGALP00010001533.1;bVulGry|ENSGALT00010002987.502
cluster12699	2	Q9PU13	GO:0051446; P:positive regulation of meiotic cell cycle; IMP:UniProtKB	bGalGal|ENSGALP00010001608.1;bVulGry|ENSGALT00010003100.259
cluster12704	2	P70031	GO:0004930; F:G protein-coupled receptor activity; IEA:UniProtKB-KW	bGalGal|ENSGALP00010002022.1;bVulGry|ENSGALT00010003590.1
cluster12705	2	Q04519	GO:0023021; P:termination of signal transduction; ISO:MGI	bGalGal|ENSGALP00010002042.1;bVulGry|ENSGALT00010003625.1
cluster12706	2	Q5RDJ0	GO:0015031; P:protein transport; IEA:UniProtKB-KW	bGalGal|ENSGALP00010002101.1;bVulGry|ENSGALT00010003738.1
cluster12710	2	O57601	GO:0006355; P:regulation of transcription, DNA-templated; IEA:InterPro	bGalGal|ENSGALP00010002428.1;bVulGry|ENSGALT00010004131.8
cluster12712	2	Q9H0K6	GO:0001522; P:pseudouridine synthesis; IEA:InterPro	bGalGal|ENSGALP00010002537.1;bVulGry|ENSGALT00010004240.1
cluster12713	2	Q6W3F0	GO:0018401; P:peptidyl-proline hydroxylation to 4-hydroxy-L-proline; IBA:GO_Central	bGalGal|ENSGALP00010002614.1;bVulGry|ENSGALT00010004336.70
cluster12714	2	P49650	GO:0023019; P:signal transduction involved in regulation of gene expression; ISO:MGI	bGalGal|ENSGALP00010002653.1;bVulGry|ENSGALT00010004376.1
cluster12715	2	P11414	GO:0006366; P:transcription by RNA polymerase II; ISS:UniProtKB	bGalGal|ENSGALP00010002904.1;bVulGry|ENSGALT00010004813.535
cluster12716	2	O02740	GO:0007601; P:visual perception; IEA:UniProtKB-KW	bGalGal|ENSGALP00010003080.1;bVulGry|ENSGALT00010005222.1
cluster12717	2	Q8N5I4	GO:0010508; P:positive regulation of autophagy; IMP:UniProtKB	bGalGal|ENSGALP00010003191.1;bVulGry|ENSGALT00010005353.1
cluster12722	2	Q5STK9	GO:0016032; P:viral process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010003591.1;bVulGry|ENSGALT00010005784.130
cluster12724	2	Q9HD20	GO:0034220; P:ion transmembrane transport; TAS:Reactome	bGalGal|ENSGALP00010003690.1;bVulGry|ENSGALT00010005930.134
cluster12729	2	Q63HQ9	GO:0016032; P:viral process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010004311.1;bVulGry|ENSGALT00010007149.283
cluster12730	2	P28078	GO:0065003; P:protein-containing complex assembly; IDA:MGI	bGalGal|ENSGALP00010004328.1;bVulGry|ENSGALT00010007190.283
cluster12740	2	P55212	GO:0042981; P:regulation of apoptotic process; TAS:Reactome	bGalGal|ENSGALP00010005314.1;bVulGry|ENSGALT00010008999.5
cluster12744	2	Q6IBR1	GO:0000387; P:spliceosomal snRNP assembly; IMP:UniProtKB	bGalGal|ENSGALP00010005469.1;bVulGry|ENSGALT00010009236.495
cluster12745	2	Q8BGA9	GO:0051262; P:protein tetramerization; ISS:UniProtKB	bGalGal|ENSGALP00010005471.1;bVulGry|ENSGALT00010009253.213
cluster12749	2	Q9H4T2	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010005915.1;bVulGry|ENSGALT00010010121.122
cluster12751	2	Q13263	GO:0016032; P:viral process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010005990.1;bVulGry|ENSGALT00010010238.122
cluster12752	2	Q9UC06	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010006001.1;bVulGry|ENSGALT00010010256.122
cluster12759	2	Q99626	GO:0001829; P:trophectodermal cell differentiation; IEA:Ensembl	bGalGal|ENSGALP00010006180.1;bVulGry|ENSGALT00010010672.1
cluster12760	2	Q5EBL2	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010006198.1;bVulGry|ENSGALT00010010733.202
cluster12761	2	B6A7Q3	GO:0016055; P:Wnt signaling pathway; IEA:UniProtKB-KW	bGalGal|ENSGALP00010006318.1;bVulGry|ENSGALT00010011092.2
cluster12766	2	P84407	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010006704.1;bVulGry|ENSGALT00010011996.64
cluster12771	2	Q6NXP6	GO:0016491; F:oxidoreductase activity; IEA:UniProtKB-KW	bGalGal|ENSGALP00010007148.1;bVulGry|ENSGALT00010012582.4
cluster12772	2	Q9Y5B8	GO:0006228; P:UTP biosynthetic process; IEA:InterPro	bGalGal|ENSGALP00010007223.1;bVulGry|ENSGALT00010012654.1
cluster12774	2	A8MTL3	GO:0007129; P:synapsis; IBA:GO_Central	bGalGal|ENSGALP00010007444.1;bVulGry|ENSGALT00010012882.501
cluster12775	2	Q8ND23	GO:0005886; C:plasma membrane; IDA:UniProtKB	bGalGal|ENSGALP00010007457.1;bVulGry|ENSGALT00010012895.501
cluster12777	2	Q5ZMR9	GO:0006611; P:protein export from nucleus; IBA:GO_Central	bGalGal|ENSGALP00010007672.1;bVulGry|ENSGALT00010013110.1
cluster12778	2	O76074	GO:0007165; P:signal transduction; IEA:InterPro	bGalGal|ENSGALP00010007715.1;bVulGry|ENSGALT00010013153.20
cluster12779	2	Q5ZKT6	GO:0018022; P:peptidyl-lysine methylation; ISS:UniProtKB	bGalGal|ENSGALP00010007746.1;bVulGry|ENSGALT00010013187.1
cluster12781	2	O94991	GO:0021756; P:striatum development; IEA:Ensembl	bGalGal|ENSGALP00010008298.1;bVulGry|ENSGALT00010014079.1
cluster12782	2	Q5E978	GO:0046513; P:ceramide biosynthetic process; IEA:Ensembl	bGalGal|ENSGALP00010008326.1;bVulGry|ENSGALT00010014136.4
cluster12793	2	P62312	GO:0008033; P:tRNA processing; IEA:UniProtKB-KW	bGalGal|ENSGALP00010009047.1;bVulGry|ENSGALT00010015514.5
cluster12796	2	Q7Z609	GO:0007165; P:signal transduction; TAS:ProtInc	bGalGal|ENSGALP00010009169.1;bVulGry|ENSGALT00010015841.1
cluster12798	2	Q90YG6	GO:0006367; P:transcription initiation from RNA polymerase II promoter; IEA:InterPro	bGalGal|ENSGALP00010009241.1;bVulGry|ENSGALT00010016086.5
cluster12804	2	P16885	GO:0016055; P:Wnt signaling pathway; TAS:UniProtKB	bGalGal|ENSGALP00010009747.1;bVulGry|ENSGALT00010017633.12
cluster12806	2	Q5ZHW7	GO:0051489; P:regulation of filopodium assembly; ISS:UniProtKB	bGalGal|ENSGALP00010010036.1;bVulGry|ENSGALT00010018268.2
cluster12807	2	E1BRE2	GO:0010566; P:regulation of ketone biosynthetic process; ISS:UniProtKB	bGalGal|ENSGALP00010010120.1;bVulGry|ENSGALT00010018502.2
cluster12813	2	A6NKX4	GO:0006811; P:ion transport; IEA:UniProtKB-KW	bGalGal|ENSGALP00010010542.1;bVulGry|ENSGALT00010018993.12
cluster12815	2	Q642A4	N/A	bGalGal|ENSGALP00010010620.1;bVulGry|ENSGALT00010019071.139
cluster12818	2	Q0VGZ7	GO:0007089; P:traversing start control point of mitotic cell cycle; TAS:ProtInc	bGalGal|ENSGALP00010010753.1;bVulGry|ENSGALT00010019202.12
cluster12821	2	Q6ZN54	GO:1900029; P:positive regulation of ruffle assembly; ISS:UniProtKB	bGalGal|ENSGALP00010010887.1;bVulGry|ENSGALT00010019339.12
cluster12826	2	Q969X6	GO:0006364; P:rRNA processing; TAS:Reactome	bGalGal|ENSGALP00010011049.1;bVulGry|ENSGALT00010019501.12
cluster12832	2	Q96F63	GO:0005686; C:U2 snRNP; IBA:GO_Central	bGalGal|ENSGALP00010011473.1;bVulGry|ENSGALT00010019925.24717
cluster12834	2	Q8WVL7	GO:0007283; P:spermatogenesis; IEA:UniProtKB-KW	bGalGal|ENSGALP00010011781.1;bVulGry|ENSGALT00010020263.1
cluster12843	2	A4FV45	GO:0006915; P:apoptotic process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010012317.1;bVulGry|ENSGALT00010021618.29
cluster12848	2	Q28C65	GO:0006413; P:translational initiation; ISS:UniProtKB	bGalGal|ENSGALP00010012759.1;bVulGry|ENSGALT00010022219.129
cluster12849	2	Q8WUA4	GO:0042797; P:tRNA transcription by RNA polymerase III; IC:HGNC	bGalGal|ENSGALP00010012805.1;bVulGry|ENSGALT00010022275.307
cluster12853	2	N/A	N/A	bGalGal|ENSGALP00010013297.1;bVulGry|ENSGALT00010022997.7
cluster12854	2	Q5VZ46	N/A	bGalGal|ENSGALP00010013494.1;bVulGry|ENSGALT00010023352.25
cluster12860	2	Q16143	GO:0048488; P:synaptic vesicle endocytosis; IEA:Ensembl	bGalGal|ENSGALP00010013765.1;bVulGry|ENSGALT00010024168.13
cluster12862	2	Q7Z5K2	GO:0016032; P:viral process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010014018.1;bVulGry|ENSGALT00010024714.8
cluster12863	2	Q8N357	GO:0008284; P:positive regulation of cell proliferation; IMP:UniProtKB	bGalGal|ENSGALP00010014076.1;bVulGry|ENSGALT00010024825.3
cluster12865	2	Q7Z7M9	GO:0016266; P:O-glycan processing; TAS:Reactome	bGalGal|ENSGALP00010014260.1;bVulGry|ENSGALT00010025129.7
cluster12867	2	Q9NRX7	GO:1900383; P:regulation of synaptic plasticity by receptor localization to synapse; IEA:InterPro	bGalGal|ENSGALP00010014325.1;bVulGry|ENSGALT00010025299.1
cluster12868	2	O60318	GO:0015031; P:protein transport; IEA:UniProtKB-KW	bGalGal|ENSGALP00010014341.1;bVulGry|ENSGALT00010025335.28
cluster12886	2	Q8N7Z5	N/A	bGalGal|ENSGALP00010015085.1;bVulGry|ENSGALT00010026495.6
cluster12898	2	Q3T0D5	GO:0006412; P:translation; IEA:InterPro	bGalGal|ENSGALP00010015981.1;bVulGry|ENSGALT00010027855.2
cluster12902	2	P12981	GO:0007265; P:Ras protein signal transduction; ISS:UniProtKB	bGalGal|ENSGALP00010016431.1;bVulGry|ENSGALT00010028608.21
cluster12907	2	Q7RTY7	GO:0004252; F:serine-type endopeptidase activity; IEA:InterPro	bGalGal|ENSGALP00010016788.1;bVulGry|ENSGALT00010029029.1
cluster12912	2	Q8VHB5	GO:0046903; P:secretion; IMP:MGI	bGalGal|ENSGALP00010017108.1;bVulGry|ENSGALT00010029446.6
cluster12915	2	Q9CPQ3	GO:0051204; P:protein insertion into mitochondrial membrane; ISO:MGI	bGalGal|ENSGALP00010017751.1;bVulGry|ENSGALT00010030597.1
cluster12920	2	P07313	GO:0032971; P:regulation of muscle filament sliding; IC:BHF-UCL	bGalGal|ENSGALP00010018210.1;bVulGry|ENSGALT00010031245.19
cluster12955	2	P10184	GO:0051412; P:response to corticosterone; IDA:AgBase	bGalGal|ENSGALP00010020720.1;bVulGry|ENSGALT00010035713.13
cluster12956	2	Q99MA2	GO:0070006; F:metalloaminopeptidase activity; IEA:InterPro	bGalGal|ENSGALP00010020773.1;bVulGry|ENSGALT00010035812.58
cluster12958	2	Q8TDR0	GO:0070507; P:regulation of microtubule cytoskeleton organization; IMP:UniProtKB	bGalGal|ENSGALP00010020985.1;bVulGry|ENSGALT00010036126.28
cluster12959	2	Q5M7X9	GO:0016567; P:protein ubiquitination; ISS:UniProtKB	bGalGal|ENSGALP00010021095.1;bVulGry|ENSGALT00010036278.9
cluster12962	2	P59729	GO:0007165; P:signal transduction; IEA:InterPro	bGalGal|ENSGALP00010021541.1;bVulGry|ENSGALT00010037046.4
cluster12965	2	Q8NFQ5	GO:0008289; F:lipid binding; IEA:InterPro	bGalGal|ENSGALP00010021613.1;bVulGry|ENSGALT00010037239.19
cluster12969	2	Q9Z220	GO:0007283; P:spermatogenesis; IEA:InterPro	bGalGal|ENSGALP00010021946.1;bVulGry|ENSGALT00010038012.1
cluster12974	2	Q9CQN1	GO:0009386; P:translational attenuation; ISO:MGI	bGalGal|ENSGALP00010022718.1;bVulGry|ENSGALT00010039389.30
cluster12978	2	Q14209	GO:0006367; P:transcription initiation from RNA polymerase II promoter; TAS:ProtInc	bGalGal|ENSGALP00010023101.1;bVulGry|ENSGALT00010039904.68
cluster12979	2	P97440	GO:0033260; P:nuclear DNA replication; ISS:UniProtKB	bGalGal|ENSGALP00010023223.1;bVulGry|ENSGALT00010040074.5
cluster12990	2	Q58CS7	GO:0000920; P:septum digestion after cytokinesis; IBA:GO_Central	bGalGal|ENSGALP00010023936.1;bVulGry|ENSGALT00010040972.5
cluster12993	2	Q8N729	GO:0007218; P:neuropeptide signaling pathway; IEA:UniProtKB-KW	bGalGal|ENSGALP00010024220.1;bVulGry|ENSGALT00010041346.27
cluster12997	2	Q5F3X0	GO:0006644; P:phospholipid metabolic process; IBA:GO_Central	bGalGal|ENSGALP00010024760.1;bVulGry|ENSGALT00010042250.26
cluster13002	2	Q99427	GO:0007165; P:signal transduction; NAS:UniProtKB	bGalGal|ENSGALP00010024995.1;bVulGry|ENSGALT00010042505.53
cluster13018	2	Q53RD9	GO:0007155; P:cell adhesion; IEA:UniProtKB-KW	bGalGal|ENSGALP00010025784.1;bVulGry|ENSGALT00010043382.54
cluster13024	2	Q8TE04	GO:0009108; P:coenzyme biosynthetic process; TAS:Reactome	bGalGal|ENSGALP00010026100.1;bVulGry|ENSGALT00010043887.8
cluster13027	2	Q8WVF1	GO:0009925; C:basal plasma membrane; IEA:UniProtKB-SubCell	bGalGal|ENSGALP00010026197.1;bVulGry|ENSGALT00010044073.44
cluster13028	2	Q01101	GO:0003309; P:type B pancreatic cell differentiation; ISS:UniProtKB	bGalGal|ENSGALP00010026227.1;bVulGry|ENSGALT00010044114.54
cluster13030	2	Q9P286	GO:0031098; P:stress-activated protein kinase signaling cascade; IBA:GO_Central	bGalGal|ENSGALP00010026383.1;bVulGry|ENSGALT00010044340.26
cluster13040	2	N/A	N/A	bGalGal|ENSGALP00010027472.1;bVulGry|ENSGALT00010046085.55
cluster13043	2	Q9Y540	GO:1900535; P:palmitic acid biosynthetic process; IDA:BHF-UCL	bGalGal|ENSGALP00010027591.1;bVulGry|ENSGALT00010046315.35
cluster13045	2	O55208	GO:0045944; P:positive regulation of transcription by RNA polymerase II; IDA:NTNU_SB	bGalGal|ENSGALP00010027756.1;bVulGry|ENSGALT00010046603.110
cluster13056	2	B7ZNG0	GO:0045880; P:positive regulation of smoothened signaling pathway; IMP:UniProtKB	bGalGal|ENSGALP00010028397.1;bVulGry|ENSGALT00010048126.11
cluster13057	2	Q5ZHQ2	GO:0030246; F:carbohydrate binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010028409.1;bVulGry|ENSGALT00010048157.4
cluster13065	2	Q9C0C4	GO:0071526; P:semaphorin-plexin signaling pathway; ISS:UniProtKB	bGalGal|ENSGALP00010029195.1;bVulGry|ENSGALT00010049391.110
cluster13069	2	Q3SZR0	GO:0007049; P:cell cycle; IEA:UniProtKB-KW	bGalGal|ENSGALP00010029389.1;bVulGry|ENSGALT00010049739.8
cluster13071	2	Q9GZV1	GO:0035914; P:skeletal muscle cell differentiation; IBA:GO_Central	bGalGal|ENSGALP00010029438.1;bVulGry|ENSGALT00010049834.8
